url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason
https://github.com/Azure/azure-sdk-for-python/blob/main/sdk/ml/azure-ai-ml/CHANGELOG.md,Python SDK (v1) release notes,azure-sdk-for-python/sdk/ml/azure-ai-ml/CHANGELOG.md at main · Azure/azure-sdk-for-python,,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting our public developer docs at https://learn.microsoft.com/python/azure/ or our vers,,,,,0.3,False,"SDK changelog for azure-ai-ml; primarily versioned change history and not organized as limits, configuration matrices, troubleshooting, or decision guidance per the defined sub-skill types."
https://learn.microsoft.com/en-us/azure/machine-learning/algorithm-cheat-sheet?view=azureml-api-1,Algorithm cheat sheet,Machine Learning Algorithm Cheat Sheet - designer - Azure Machine Learning,Choose ML algorithms with Azure designer cheat sheet,A printable Machine Learning Algorithm Cheat Sheet helps you choose the right algorithm for your predictive model in Azure Machine Learning designer.,"Important This article provides information on using the Azure Machine Learning SDK v1. SDK v1 is deprecated as of March 31, 2025. Support for it will end on June 30, 2026. You can install and use SDK v1 until that date. Your existing workflows using SDK v1 will continue to operate after the end-of-support date. However, they could be exposed to security risks or breaking changes in the event of architectural changes in the product. We recommend that you transition to the SDK v2 before June 30, ",2025-08-13T22:08:00.000Z,concept-article,decision-making,0.7,True,"Algorithm cheat sheet is explicitly a decision aid for selecting algorithms; typically includes decision criteria and guidance on when to use which algorithm, representing product-specific decision-making support."
https://learn.microsoft.com/en-us/azure/machine-learning/apache-spark-azure-ml-concepts?view=azureml-api-2,Overview,Apache Spark in Azure Machine Learning - Azure Machine Learning,,This article explains the available options to access Apache Spark in Azure Machine Learning.,Azure Machine Learning integration with Azure Synapse Analytics provides easy access to distributed computation resources through the Apache Spark framework. This integration offers these Apache Spark computing experiences:,2025-11-13T08:00:00.000Z,concept-article,,0.3,False,"Conceptual overview of Spark options in Azure ML; no detailed limits, configs, or decision matrices with thresholds."
https://learn.microsoft.com/en-us/azure/machine-learning/azure-machine-learning-ci-image-release-notes?view=azureml-api-2,Compute instance image release notes,Compute instance image release notes - Azure Machine Learning,,Release notes for the Azure Machine Learning compute instance images,"In this article, learn about Azure Machine Learning compute instance image releases. Azure Machine Learning maintains host operating system images forAzure Machine Learning compute instanceandData Science Virtual Machines. Due to the rapidly evolving needs and package updates, we target to release new images every month. Azure Machine Learning checks and validates any machine learning packages that might require an upgrade. Updates incorporate the latest OS-related patches from Canonical as the ",2025-07-04T17:04:00.000Z,release-notes,,0.2,False,"Compute instance image release notes; mostly version and package updates, not organized as limits, configuration references, or decision/troubleshooting content per the categories."
https://learn.microsoft.com/en-us/azure/machine-learning/azure-machine-learning-glossary?view=azureml-api-2,Glossary,Azure Machine Learning glossary - Azure Machine Learning,,Glossary of terms for the Azure Machine Learning platform.,"The Azure Machine Learning glossary is a short dictionary of terminology for the Machine Learning platform. For general Azure terminology, see also:",2025-03-07T18:02:00.000Z,overview,,0.0,False,"Glossary of terms; definitions only, no expert configuration, limits, or troubleshooting guidance."
https://learn.microsoft.com/en-us/azure/machine-learning/azure-machine-learning-release-notes-cli-v2?view=azureml-api-2,CLI (v2) release notes,CLI (v2) release notes - Azure Machine Learning,,Learn about the latest updates to Azure Machine Learning CLI (v2),"APPLIES TO:Azure CLI ml extensionv2 (current) In this article, learn about Azure Machine Learning CLI (v2) releases. RSS feed: Get notified when this page is updated by copying and pasting the following URL into your feed reader:https://learn.microsoft.com/api/search/rss?search=%22Azure+machine+learning+release+notes-v2%22&locale=en-us",2025-05-09T17:01:00.000Z,release-notes,,0.2,False,"Release notes listing CLI v2 changes; typically version history and feature notes, not structured limits, config matrices, or troubleshooting mappings as defined by the sub-skill types."
https://learn.microsoft.com/en-us/azure/machine-learning/component-reference/component-reference?view=azureml-api-2,Designer component reference,Algorithm & component reference - Azure Machine Learning,,Learn about the Azure Machine Learning designer components that you can use to create your own machine learning projects.,"APPLIES TO:Python SDK azure-ai-mlv2 (current) Note Designer supports two type of components, classic prebuilt components and custom components. These two types of components are not compatible. Classic prebuilt components provides prebuilt components majorly for data processing and traditional machine learning tasks like regression and classification. This type of component continues to be supported but will not have any new components added. Custom components allow you to provide your own code ",2024-08-28T16:59:00.000Z,reference,,0.4,False,"High-level component reference/landing page; likely lists components but not detailed configuration tables, limits, or troubleshooting mappings in this summary."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml?view=azureml-api-2,Automated ML overview,What is automated ML? AutoML - Azure Machine Learning,,Learn how Azure Machine Learning can automatically generate a model by using the parameters and criteria you provide with automated machine learning.,"APPLIES TO:Python SDK azure-ai-mlv2 (current) Automated machine learning, also known as automated ML or AutoML, automates the time-consuming, iterative tasks of machine learning model development. With automated ML, data scientists, analysts, and developers can build machine learning models at scale with efficiency and productivity, while maintaining model quality. Automated ML in Azure Machine Learning is based on a breakthrough from theMicrosoft Research division.",2025-11-24T08:00:00.000Z,concept-article,,0.3,False,"Overview of automated ML in Azure ML; primarily conceptual and marketing-style description without detailed configs, limits, or troubleshooting."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-at-scale?view=azureml-api-2,Forecasting at scale,Forecasting at scale - Azure Machine Learning,,Learn about different ways to scale forecasting model training,"This article discusses training forecasting models on large quantities of historical data. For instructions and examples on training forecasting models in AutoML, seeset up AutoML for time series forecasting. Time series data can be large because of the number of series in the data, the number of historical observations, or both.Many modelsand hierarchical time series, orHTS, are scaling solutions for the first scenario, where the data consists of a large number of time series. In these cases, p",2025-11-14T08:00:00.000Z,concept-article,,0.4,False,"Discusses scaling forecasting models conceptually (many models, HTS); summary does not indicate concrete product-specific limits, configs, or decision matrices with thresholds."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-calendar-features?view=azureml-api-2,Calendar features,Calendar features for time series forecasting in AutoML - Azure Machine Learning,,Learn how Azure Machine Learning's AutoML creates calendar and holiday features,"This article focuses on the calendar-based features that AutoML creates to increase the accuracy of forecasting regression models. Since holidays can have a strong influence on how the modeled system behaves, the time before, during, and after a holiday can bias the series’ patterns. Each holiday generates a window over your existing dataset that the learner can assign an effect to. This can be especially useful in scenarios such as holidays that generate high demands for specific products. See ",2025-03-03T08:00:00.000Z,concept-article,,0.3,False,"Conceptual description of calendar/holiday feature engineering in AutoML forecasting; no product-specific limits, config tables, or error mappings."
